mail,shop_id,score,review_text,date_added
Robert4291@hotmail.com,20,0,Средненько! Это средний по сервису магазин.,2023-11-12
Michelle7541@gmail.com,13,2,,2010-5-14
Jose5040@hotmail.com,8,1,Средненько! Это средний по сервису магазин.,2021-5-12
Elisa5263@hotmail.com,17,8,Хорошо! Это хороший магазин.,2018-11-5
Woodrow9120@gmail.com,0,5,,2018-10-6
Paula9390@hotmail.com,16,6,"На самом деле прекрасный магазин, мне все понраивлос!",2013-1-9
Philip3547@gmail.com,8,1,Это ну такое.,2012-7-11
Annette2594@gmail.com,18,0,,2013-6-24
Kimberly5594@gmail.com,2,4,,2016-1-16
Esther1230@hotmail.com,4,6,,2018-5-5
Melissa9384@hotmail.com,12,7,Плохо! Мне не понравился магазин.,2015-8-22
Claudia8323@hotmail.com,7,6,,2022-1-10
James1873@gmail.com,15,3,ФУ. Не куплю в этом магазине больше ничего.,2011-2-1
Fernando7721@gmail.com,0,4,Хороший магазин.,2016-4-20
Autumn4172@hotmail.com,0,7,,2021-2-9
Linda6386@hotmail.com,3,1,,2013-3-6
Robert9143@gmail.com,16,6,ФУ. Не куплю в этом магазине больше ничего.,2015-5-25
Kristin6383@hotmail.com,11,2,Плохо! Мне не понравился магазин.,2014-8-26
Mark1221@hotmail.com,2,8,,2013-10-17
Keri6394@hotmail.com,21,5,,2014-3-20
Joseph6972@gmail.com,3,9,"На самом деле прекрасный магазин, мне все понраивлос!",2014-4-26
Carol1754@hotmail.com,22,5,,2015-7-28
Annie8792@hotmail.com,2,5,,2013-11-13
Judith3670@gmail.com,16,7,,2017-7-1
Lina3979@gmail.com,18,1,Плохо! Мне не понравился магазин.,2015-9-23
Cathy4263@hotmail.com,12,9,,2013-12-3
Joseph7897@gmail.com,9,1,Средненько! Это средний по сервису магазин.,2018-2-14
Gerald3016@gmail.com,10,7,Это ну такое.,2019-11-25
Kevin5727@gmail.com,11,8,Плохо! Мне не понравился магазин.,2013-5-3
Jill9677@hotmail.com,16,3,Плохо! Мне не понравился магазин.,2021-5-11
Roland2318@gmail.com,21,2,Плохо! Мне не понравился магазин.,2021-4-20
Robert8455@hotmail.com,10,1,,2017-9-8
Lorenzo3166@hotmail.com,14,9,,2010-8-27
Roxanna6845@hotmail.com,4,1,,2014-4-10
Christine1742@hotmail.com,16,7,ФУ. Не куплю в этом магазине больше ничего.,2023-5-20
Jacob4144@hotmail.com,11,0,Хорошо! Это хороший магазин.,2020-6-13
Diana5439@hotmail.com,14,0,Это ну такое.,2018-6-4
James4030@gmail.com,8,1,"На самом деле прекрасный магазин, мне все понраивлос!",2022-7-9
Aurora3565@gmail.com,10,3,,2014-2-27
Pierre1679@hotmail.com,9,2,Плохо! Мне не понравился магазин.,2019-8-25
Daniel5499@gmail.com,9,8,,2019-5-9
Demetra1354@hotmail.com,7,3,,2014-8-15
Corine1949@hotmail.com,11,8,Просто средний магазин.,2021-7-3
Jessica2585@hotmail.com,1,6,Это ну такое.,2011-11-11
Rodney6299@gmail.com,17,2,Просто средний магазин.,2010-5-28
Norbert4980@hotmail.com,15,7,Это ну такое.,2019-4-18
Robert2658@hotmail.com,22,10,На самом деле хороший магазин!,2023-8-24
Frances8787@hotmail.com,20,2,,2017-2-7
Norma4646@gmail.com,17,6,,2018-6-12
Carol1940@hotmail.com,13,2,Прекрасный магазин.,2014-12-4
Renee7325@hotmail.com,18,5,ФУ. Не куплю в этом магазине больше ничего.,2015-12-3
Natasha9897@hotmail.com,10,6,,2023-5-9
Jesse9364@gmail.com,11,3,,2022-3-6
David1392@gmail.com,16,10,Это ну такое.,2021-7-15
Billy8176@gmail.com,7,1,,2022-3-12
Alice3969@gmail.com,8,4,Плохо! Мне не понравился магазин.,2011-6-14
Suzette6738@gmail.com,11,10,Средненько! Это средний по сервису магазин.,2015-5-12
Carol7449@gmail.com,9,0,Плохо! Мне не понравился магазин.,2022-9-18
Katina8458@gmail.com,22,8,,2023-6-15
Dan6996@gmail.com,3,10,,2018-5-27
Anthony5530@hotmail.com,19,8,На самом деле хороший магазин!,2013-9-2
Mark5192@gmail.com,22,7,,2020-5-22
David8540@hotmail.com,21,2,,2019-2-14
Robert6258@gmail.com,6,10,"На самом деле прекрасный магазин, мне все понраивлос!",2020-5-26
Shawn2257@hotmail.com,2,10,Хороший магазин.,2021-10-11
Craig2684@hotmail.com,2,10,Отлично! Это невероятно хороший магазин.,2019-5-13
Henry3770@hotmail.com,15,9,,2014-11-28
Germaine1380@gmail.com,4,3,Просто средний магазин.,2015-10-14
Jason3290@hotmail.com,14,9,,2022-12-25
Dorothy2698@gmail.com,15,7,ФУ. Не куплю в этом магазине больше ничего.,2012-4-2
Justin5749@gmail.com,18,1,,2015-3-1
Rosa2661@hotmail.com,7,1,На самом деле хороший магазин!,2022-1-14
Christoper8933@gmail.com,21,5,Ну неплохо.,2017-7-20
Carroll8527@hotmail.com,19,3,Просто средний магазин.,2012-2-22
Michael2810@gmail.com,16,8,,2021-3-18
Howard4092@hotmail.com,5,4,Хороший магазин.,2015-8-7
Earl3684@hotmail.com,3,8,,2023-5-4
Melinda9045@hotmail.com,11,5,Плохо! Мне не понравился магазин.,2021-8-15
Beverly8687@gmail.com,7,10,Это ну такое.,2016-10-24
Lona3428@hotmail.com,18,2,Плохо! Мне не понравился магазин.,2010-7-22
Charlene2045@hotmail.com,4,7,,2015-9-1
Brian6743@hotmail.com,15,4,ФУ. Не куплю в этом магазине больше ничего.,2016-12-8
Lashawna3242@gmail.com,2,10,Прекрасный магазин.,2021-10-4
George7317@hotmail.com,5,9,Просто средний магазин.,2014-10-9
Travis2423@gmail.com,10,7,Хороший магазин.,2010-3-8
Larry3171@gmail.com,20,5,Прекрасный магазин.,2014-10-19
Bernard4878@gmail.com,11,8,Плохо! Мне не понравился магазин.,2010-10-6
Susan2466@hotmail.com,16,2,,2019-3-10
Bonnie1090@hotmail.com,16,9,,2013-12-2
Maria9022@gmail.com,18,9,Это ну такое.,2020-2-18
Mary5914@gmail.com,3,1,Отлично! Это невероятно хороший магазин.,2021-6-11
Richard3375@hotmail.com,12,10,,2013-12-20
Sharon5290@gmail.com,2,5,,2014-10-14
Jason2127@hotmail.com,22,1,Отлично! Это невероятно хороший магазин.,2012-9-12
Alfredo2673@hotmail.com,20,5,Прекрасный магазин.,2011-8-27
Marie8065@hotmail.com,19,9,,2018-10-25
Willie5790@gmail.com,8,1,,2020-8-10
Michelle4726@hotmail.com,4,1,Просто средний магазин.,2021-6-20
Raymond8451@gmail.com,3,10,,2020-11-13
Sonia7292@hotmail.com,6,10,Просто средний магазин.,2015-6-5
Javier6791@hotmail.com,14,1,ФУ. Не куплю в этом магазине больше ничего.,2021-9-7
Suzanna3086@hotmail.com,11,10,,2018-11-3
Donna8388@gmail.com,1,1,,2014-8-24
Salvador8286@hotmail.com,7,7,Просто средний магазин.,2021-10-5
Ida7440@hotmail.com,18,8,,2010-4-10
John3780@hotmail.com,14,9,,2020-3-3
Warren4576@gmail.com,21,6,,2023-7-15
Hung6226@gmail.com,3,0,Хороший магазин.,2011-7-4
Jordan2031@hotmail.com,7,7,"На самом деле прекрасный магазин, мне все понраивлос!",2011-5-6
Beatrice1958@gmail.com,2,10,Плохо! Мне не понравился магазин.,2010-9-11
Dorothy5730@hotmail.com,1,6,,2019-10-18
John9432@hotmail.com,10,3,,2011-2-6
Collette6035@hotmail.com,7,7,Прекрасный магазин.,2019-10-23
Janis2869@gmail.com,12,10,,2018-10-3
Brent7827@hotmail.com,13,1,,2017-12-13
Suzanne4445@gmail.com,8,8,,2013-9-25
Delia9980@hotmail.com,6,7,,2018-4-2
Paul7182@hotmail.com,14,8,Плохо! Мне не понравился магазин.,2018-5-7
Patricia8517@hotmail.com,19,10,,2014-1-15
Lawerence7354@gmail.com,5,3,,2011-5-9
Albert6486@hotmail.com,14,8,,2010-9-16
Sherry8386@gmail.com,0,10,Это ну такое.,2014-8-17
Kay8516@hotmail.com,13,8,"На самом деле прекрасный магазин, мне все понраивлос!",2015-10-10
Steven4537@hotmail.com,21,1,,2013-6-10
Randall9824@hotmail.com,8,3,,2016-6-8
Travis9285@hotmail.com,1,8,Это ну такое.,2014-3-5
Stacey8684@gmail.com,10,3,Это ну такое.,2023-9-7
Patricia9556@gmail.com,12,1,,2013-1-2
Robert5175@hotmail.com,4,2,,2021-4-13
Victoria4882@hotmail.com,8,10,,2013-7-22
Ryan7059@hotmail.com,12,4,,2016-12-22
Isaiah4792@gmail.com,3,10,,2012-11-18
Julia3774@hotmail.com,5,3,ФУ. Не куплю в этом магазине больше ничего.,2022-3-6
Kevin1443@hotmail.com,16,4,Плохо! Мне не понравился магазин.,2018-8-24
Kayla5235@hotmail.com,6,3,,2019-7-11
Belle1397@hotmail.com,8,4,,2013-4-18
Donald6968@hotmail.com,16,3,Просто средний магазин.,2014-9-28
Nancy5232@gmail.com,18,3,Прекрасный магазин.,2014-12-23
Marvin1355@hotmail.com,19,10,Хорошо! Это хороший магазин.,2013-9-8
Roberta6922@gmail.com,1,8,,2017-4-3
Thurman4531@hotmail.com,17,1,ФУ. Не куплю в этом магазине больше ничего.,2021-9-11
Louise6623@gmail.com,13,1,Плохо! Мне не понравился магазин.,2011-6-3
Susan4737@hotmail.com,20,7,Плохо! Мне не понравился магазин.,2014-8-21
Curtis6167@gmail.com,12,10,,2022-4-1
Teresa1689@hotmail.com,18,2,,2019-2-25
Matthew7042@gmail.com,21,7,,2012-8-19
Edmund5084@hotmail.com,9,8,,2018-9-13
Rachel4950@hotmail.com,10,7,,2013-11-24
Larry1644@gmail.com,14,3,,2016-2-1
Vickie8733@gmail.com,10,7,Прекрасный магазин.,2021-8-8
Jack8112@gmail.com,12,4,Это ну такое.,2013-11-15
Exie9810@hotmail.com,13,1,,2015-1-23
Peggy2952@hotmail.com,6,2,Хороший магазин.,2010-8-28
Leslie1286@hotmail.com,20,8,Просто средний магазин.,2010-4-22
Debbie1513@hotmail.com,1,3,Плохо! Мне не понравился магазин.,2014-6-13
Billy2678@gmail.com,6,0,,2017-9-14
Gary4264@gmail.com,22,5,"На самом деле прекрасный магазин, мне все понраивлос!",2018-4-20
Miriam7041@hotmail.com,10,9,,2012-2-2
Terry2584@hotmail.com,11,3,На самом деле хороший магазин!,2019-9-28
Robert3686@hotmail.com,22,8,ФУ. Не куплю в этом магазине больше ничего.,2012-9-27
Ron3564@hotmail.com,16,4,,2022-11-25
Gary5734@gmail.com,8,0,ФУ. Не куплю в этом магазине больше ничего.,2016-10-14
Eunice1956@hotmail.com,13,3,,2019-7-14
Doris7527@gmail.com,8,7,Ну неплохо.,2013-10-12
Ryan7984@gmail.com,21,3,Прекрасный магазин.,2016-12-6
Colette7915@hotmail.com,11,7,Это ну такое.,2014-4-28
Betty8131@hotmail.com,2,5,,2010-3-13
John4818@gmail.com,14,10,,2016-6-9
Jennifer3737@gmail.com,3,8,,2011-5-25
Alfonso8143@gmail.com,21,8,,2014-4-3
Melvin5847@gmail.com,13,3,Плохо! Мне не понравился магазин.,2010-10-8
Vicki2045@gmail.com,1,9,Хороший магазин.,2015-7-20
Lesa7730@gmail.com,7,10,,2022-8-10
Eleanor9290@gmail.com,16,6,,2015-10-20
Vincent6275@gmail.com,12,4,,2015-6-10
Terry8871@hotmail.com,21,3,Плохо! Мне не понравился магазин.,2013-10-23
Teresa4632@hotmail.com,11,4,,2015-9-19
Ross4742@hotmail.com,17,1,,2016-12-28
George3829@gmail.com,4,2,Плохо! Мне не понравился магазин.,2015-9-2
Judith6336@gmail.com,2,9,,2012-4-11
William1714@gmail.com,13,5,Плохо! Мне не понравился магазин.,2022-6-16
Juanita8722@hotmail.com,21,5,,2022-5-21
Joan1252@gmail.com,16,1,,2021-6-21
Elizabeth5096@gmail.com,12,8,,2021-3-16
Steven9723@gmail.com,5,8,,2012-1-15
Mary5525@gmail.com,20,5,Хороший магазин.,2010-11-18
Virginia5488@hotmail.com,16,0,ФУ. Не куплю в этом магазине больше ничего.,2010-10-3
Clifford7671@gmail.com,22,6,,2018-1-26
Carrie2716@hotmail.com,4,3,ФУ. Не куплю в этом магазине больше ничего.,2012-3-16
Daniel4856@hotmail.com,11,2,Средненько! Это средний по сервису магазин.,2014-10-18
Vanessa4237@hotmail.com,21,8,Прекрасный магазин.,2010-1-24
Julie5057@gmail.com,14,10,,2015-9-22
Zoila1577@hotmail.com,14,4,ФУ. Не куплю в этом магазине больше ничего.,2018-9-23
Yvonne8517@hotmail.com,17,4,,2022-10-26
Agnes5091@gmail.com,15,7,Просто средний магазин.,2020-2-5
Branden3174@gmail.com,17,10,"На самом деле прекрасный магазин, мне все понраивлос!",2012-4-22
Anna8555@hotmail.com,0,3,,2020-11-18
Antonio7066@gmail.com,16,10,,2012-11-14
Jacqueline7426@gmail.com,17,2,Плохо! Мне не понравился магазин.,2022-3-8
David1959@gmail.com,22,4,ФУ. Не куплю в этом магазине больше ничего.,2010-12-5
Jacob1527@gmail.com,1,6,,2011-11-27
Scott7549@hotmail.com,7,0,,2023-6-14
David9816@gmail.com,11,9,Плохо! Мне не понравился магазин.,2012-5-5
Geneva8497@gmail.com,5,9,,2010-11-23
Lisa2433@gmail.com,16,10,,2016-10-24
Melva3060@gmail.com,15,4,,2020-6-3
Tuan3934@gmail.com,3,9,,2020-2-6
Kenneth6655@hotmail.com,1,8,,2017-3-4
Richelle6560@hotmail.com,8,6,Прекрасный магазин.,2022-9-12
Jessie7824@gmail.com,7,1,Прекрасный магазин.,2017-2-8
Joseph9820@hotmail.com,2,7,ФУ. Не куплю в этом магазине больше ничего.,2018-5-24
Albert6020@hotmail.com,22,1,,2012-7-15
Robert4426@gmail.com,14,3,Это ну такое.,2017-11-15
Jenny8171@hotmail.com,2,5,,2013-9-22
Earl6558@gmail.com,13,2,,2021-10-25
Bennett2181@hotmail.com,6,1,Хорошо! Это хороший магазин.,2019-10-15
Stephen1115@hotmail.com,12,4,Средненько! Это средний по сервису магазин.,2021-2-26
Elizabeth8255@hotmail.com,0,8,Это ну такое.,2019-3-27
Anthony8977@hotmail.com,14,0,,2023-6-8
Karina6821@hotmail.com,7,5,,2010-9-24
Charlotte5151@gmail.com,9,7,,2018-12-1
Charles4650@hotmail.com,14,5,,2021-8-16
Dominic1965@gmail.com,16,4,,2014-3-7
Vernon3120@gmail.com,7,5,,2017-4-26
Sandra9427@hotmail.com,15,9,Плохо! Мне не понравился магазин.,2020-4-27
Linda4219@gmail.com,19,3,,2022-12-6
John3782@hotmail.com,18,6,Это ну такое.,2013-3-16
Gregory2536@gmail.com,5,6,,2023-1-11
Irene3870@hotmail.com,14,4,,2020-11-20
Fred1052@gmail.com,16,2,ФУ. Не куплю в этом магазине больше ничего.,2015-6-7
Oscar8174@gmail.com,11,9,,2021-5-2
Marilyn3024@gmail.com,8,3,Отлично! Это невероятно хороший магазин.,2020-1-19
Travis9599@gmail.com,2,1,,2016-1-7
Michael6847@gmail.com,4,2,ФУ. Не куплю в этом магазине больше ничего.,2012-2-6
Alicia2937@gmail.com,11,3,Просто средний магазин.,2017-8-5
Mariann1635@hotmail.com,21,8,Отлично! Это невероятно хороший магазин.,2022-10-19
Jonathan1727@gmail.com,14,1,Просто средний магазин.,2015-11-5
Kelly4588@hotmail.com,15,10,"На самом деле прекрасный магазин, мне все понраивлос!",2015-11-23
Mary5053@gmail.com,5,4,,2010-9-4
Ronald3720@gmail.com,10,8,,2018-3-3
Chantelle8461@gmail.com,14,8,ФУ. Не куплю в этом магазине больше ничего.,2014-1-24
Philip6355@hotmail.com,17,5,,2012-4-7
Barbara2168@gmail.com,7,3,Хороший магазин.,2015-9-16
Penny8821@gmail.com,0,1,,2018-7-17
Kevin2076@hotmail.com,12,1,Средненько! Это средний по сервису магазин.,2019-2-28
Joe2072@gmail.com,0,5,,2011-8-19
Jenny5033@hotmail.com,20,5,,2015-7-1
Amanda2611@hotmail.com,8,4,Хорошо! Это хороший магазин.,2014-7-21
George3536@hotmail.com,15,2,Это ну такое.,2021-7-20
Jason6827@gmail.com,4,5,Плохо! Мне не понравился магазин.,2011-3-5
Deane7249@gmail.com,5,7,Плохо! Мне не понравился магазин.,2014-5-6
Ashley5932@hotmail.com,4,3,Плохо! Мне не понравился магазин.,2014-2-2
Denise4828@gmail.com,7,7,Прекрасный магазин.,2011-1-9
Hector5598@hotmail.com,9,10,,2016-3-5
Lan8499@hotmail.com,22,8,"На самом деле прекрасный магазин, мне все понраивлос!",2018-11-4
Seth4011@hotmail.com,17,7,,2019-5-22
Roberta8587@hotmail.com,19,7,,2016-1-16
Jimmy2710@hotmail.com,3,2,,2013-9-11
Rose5237@gmail.com,12,7,Хорошо! Это хороший магазин.,2015-8-15
David8162@hotmail.com,4,7,,2018-3-27
Emily2479@gmail.com,12,5,Прекрасный магазин.,2015-2-23
Ann7261@hotmail.com,20,2,Просто средний магазин.,2023-7-14
Stephen2541@gmail.com,4,9,,2011-6-12
John3123@gmail.com,13,0,Плохо! Мне не понравился магазин.,2021-2-9
Gwendolyn7642@hotmail.com,4,9,,2022-4-8
Fredrick7882@hotmail.com,16,10,,2018-4-28
Susan6456@hotmail.com,8,4,,2012-4-12
Jean1451@hotmail.com,22,3,,2011-6-4
Bridget5952@gmail.com,22,1,,2019-4-26
Alfred8460@hotmail.com,22,7,,2018-10-13
Linda3914@gmail.com,20,5,,2017-7-13
Grace5122@hotmail.com,11,6,Просто средний магазин.,2017-8-10
Rose4845@hotmail.com,10,1,Это ну такое.,2012-10-15
John9469@gmail.com,9,9,"На самом деле прекрасный магазин, мне все понраивлос!",2023-3-22
Christopher7928@gmail.com,11,2,Плохо! Мне не понравился магазин.,2011-1-11
Erin3895@hotmail.com,15,7,Это ну такое.,2012-4-8
Jimmy4789@hotmail.com,14,2,ФУ. Не куплю в этом магазине больше ничего.,2010-9-19
Bobby7836@gmail.com,8,0,На самом деле хороший магазин!,2015-11-24
Maple7193@gmail.com,19,7,,2019-8-14
Bertha5466@gmail.com,2,2,,2016-1-17
Herbert1212@hotmail.com,14,5,Хорошо! Это хороший магазин.,2014-3-6
Jennifer5010@hotmail.com,17,0,,2012-8-4
Robert1389@hotmail.com,11,4,Отлично! Это невероятно хороший магазин.,2014-4-23
Paul7673@gmail.com,12,2,,2018-5-4
Everett4932@gmail.com,1,3,Просто средний магазин.,2011-5-14
Kaye8068@hotmail.com,4,1,ФУ. Не куплю в этом магазине больше ничего.,2014-6-2
Robert1655@gmail.com,17,7,Это ну такое.,2016-3-28
Mary7685@hotmail.com,5,9,Прекрасный магазин.,2019-3-9
Ashley9091@hotmail.com,1,4,Отлично! Это невероятно хороший магазин.,2012-3-13
Janet6498@hotmail.com,15,6,,2013-9-25
Tammy4930@gmail.com,18,4,Хороший магазин.,2017-7-1
Guy7762@hotmail.com,5,9,,2017-10-3
Gloria4572@hotmail.com,8,5,,2011-8-1
Otis1561@hotmail.com,7,6,Плохо! Мне не понравился магазин.,2017-1-28
Rocco1851@gmail.com,22,9,,2015-6-15
Nancy1824@hotmail.com,21,2,,2019-11-5
Christina9936@hotmail.com,17,7,Плохо! Мне не понравился магазин.,2020-4-13
Bessie4114@gmail.com,2,3,Просто средний магазин.,2013-3-13
Corazon7181@gmail.com,11,0,,2014-10-15
Casey4739@gmail.com,7,1,Хороший магазин.,2020-9-25
Gregg1143@gmail.com,5,6,Прекрасный магазин.,2012-9-2
Darlene1115@hotmail.com,1,9,,2016-5-4
Joe4270@gmail.com,6,10,ФУ. Не куплю в этом магазине больше ничего.,2013-12-10
Shirley3963@hotmail.com,12,7,Средненько! Это средний по сервису магазин.,2010-11-17
Jennifer4161@hotmail.com,17,1,,2022-12-13
Tony2184@gmail.com,15,1,,2016-5-24
Karen8253@hotmail.com,7,0,Хорошо! Это хороший магазин.,2017-8-25
Todd8565@hotmail.com,7,3,,2012-6-22
Juan7529@hotmail.com,20,8,,2023-11-21
Robert9414@gmail.com,2,7,Это ну такое.,2015-3-22
Christina6176@hotmail.com,18,9,,2016-7-26
Ralph2767@gmail.com,10,10,,2021-3-10
David6471@hotmail.com,9,5,,2010-2-2
Demetria1156@hotmail.com,0,4,Средненько! Это средний по сервису магазин.,2015-1-26
Theodore7952@hotmail.com,11,2,,2016-1-28
Karen2871@gmail.com,1,5,ФУ. Не куплю в этом магазине больше ничего.,2018-1-21
Douglas8128@gmail.com,12,3,,2022-7-6
Brandon9477@hotmail.com,3,9,,2015-8-26
Armando9479@hotmail.com,7,7,Это ну такое.,2020-1-26
Jo7058@gmail.com,22,7,,2023-12-25
Lydia2515@hotmail.com,18,10,,2017-10-13
Nancy2844@hotmail.com,12,3,Это ну такое.,2022-9-28
Lee7336@hotmail.com,13,7,Плохо! Мне не понравился магазин.,2017-5-7
Joseph1082@hotmail.com,18,8,ФУ. Не куплю в этом магазине больше ничего.,2019-12-14
Wiley5055@hotmail.com,11,7,Прекрасный магазин.,2020-10-28
Dolores5457@gmail.com,12,10,,2023-1-18
Susan1780@gmail.com,16,1,,2011-4-22
Lillie3441@gmail.com,3,6,,2021-11-28
Lisa1530@hotmail.com,19,0,,2018-2-14
Brianna9999@hotmail.com,16,7,,2018-9-25
Nicole8327@gmail.com,15,8,ФУ. Не куплю в этом магазине больше ничего.,2013-3-12
Lorene5925@hotmail.com,21,6,,2020-12-5
Karen1128@gmail.com,8,7,,2014-12-22
Aaron7861@gmail.com,7,10,,2019-8-24
Mirna2322@hotmail.com,5,5,,2015-2-6
Guy6843@gmail.com,4,6,,2015-10-17
Lura8444@hotmail.com,4,4,,2018-2-19
Brian2541@hotmail.com,14,7,,2013-7-5
Claudia5412@hotmail.com,22,8,,2010-10-24
Jasmin9756@hotmail.com,3,2,,2015-12-19
Roger6960@gmail.com,12,4,,2021-4-28
Theodore7525@hotmail.com,14,2,Отлично! Это невероятно хороший магазин.,2023-3-8
Joan5354@hotmail.com,10,5,Средненько! Это средний по сервису магазин.,2017-10-21
Margaret1850@gmail.com,12,8,Отлично! Это невероятно хороший магазин.,2021-10-22
Deane7249@gmail.com,17,1,,2015-1-10
Christie2556@gmail.com,12,1,ФУ. Не куплю в этом магазине больше ничего.,2011-10-25
Stephanie9731@gmail.com,6,6,,2017-3-3
Jeffery3175@hotmail.com,21,4,,2014-10-26
Charles5854@gmail.com,4,10,,2022-2-8
Alicia6554@gmail.com,4,9,Хорошо! Это хороший магазин.,2010-5-1
David2277@gmail.com,4,10,,2022-8-13
Theresia4033@gmail.com,20,9,,2016-3-5
Pamela9279@gmail.com,15,8,,2012-7-28
Robert5455@hotmail.com,5,4,,2017-10-5
Wendy6641@hotmail.com,22,7,Хороший магазин.,2019-9-8
Andy5040@gmail.com,2,6,,2022-3-28
Irene4567@gmail.com,16,0,Отлично! Это невероятно хороший магазин.,2020-12-11
Lillian7596@gmail.com,3,9,,2020-12-11
Geraldine8231@gmail.com,1,6,"На самом деле прекрасный магазин, мне все понраивлос!",2020-9-2
Richard9269@hotmail.com,9,3,Прекрасный магазин.,2010-5-7
Patricia2272@gmail.com,20,7,Хороший магазин.,2014-8-19
Lynn5484@gmail.com,20,3,,2010-5-2
Bessie4621@gmail.com,10,1,,2019-4-10
Phyllis1890@gmail.com,12,2,,2023-4-23
Lue5133@hotmail.com,18,1,Ну неплохо.,2016-1-23
Cindy1793@hotmail.com,20,6,Просто средний магазин.,2013-5-22
Diana9362@gmail.com,15,4,,2020-7-22
Robert3468@gmail.com,17,8,,2015-8-24
Betty4099@gmail.com,16,3,"На самом деле прекрасный магазин, мне все понраивлос!",2021-1-10
Karolyn6995@gmail.com,7,2,Ну неплохо.,2018-11-14
Jennifer4343@gmail.com,5,8,,2015-9-5
Erinn1598@hotmail.com,9,4,,2021-1-15
Jarred6044@hotmail.com,15,3,Просто средний магазин.,2023-2-11
Sue4719@hotmail.com,18,1,Прекрасный магазин.,2011-6-19
John3123@gmail.com,18,2,,2017-4-19
Ronald7739@gmail.com,2,9,,2022-3-1
Robert8993@hotmail.com,18,8,,2018-3-6
Ruth9696@gmail.com,8,0,Просто средний магазин.,2020-2-2
Travis3831@hotmail.com,15,6,,2015-7-17
Elida3760@hotmail.com,6,3,,2019-5-7
Mary1370@gmail.com,16,0,,2010-1-13
Dorothy1297@gmail.com,1,8,Отлично! Это невероятно хороший магазин.,2011-6-24
Charlene5716@gmail.com,0,2,,2022-4-8
Shane1843@hotmail.com,14,10,,2020-1-16
Robert9759@hotmail.com,22,5,,2022-2-6
Danny7283@hotmail.com,10,8,,2018-9-5
Sandra6974@hotmail.com,16,10,Плохо! Мне не понравился магазин.,2015-6-19
Thomas4081@gmail.com,22,4,,2015-9-23
Paul6630@hotmail.com,5,5,Хороший магазин.,2016-2-12
Katrina4293@gmail.com,13,2,Отлично! Это невероятно хороший магазин.,2017-1-16
Michelle7466@gmail.com,19,6,,2011-4-9
Kathleen1873@hotmail.com,17,10,,2010-2-25
June4299@gmail.com,4,6,,2013-3-15
Krystal6680@hotmail.com,2,8,,2010-6-11
Charlotte6897@hotmail.com,4,0,,2022-3-25
Raymond4013@gmail.com,21,0,Хороший магазин.,2023-2-23
Jamar8679@hotmail.com,8,8,Просто средний магазин.,2012-3-28
Angela9119@gmail.com,11,6,,2011-12-10
Kimberly9733@gmail.com,18,4,Плохо! Мне не понравился магазин.,2020-12-6
William3735@gmail.com,1,7,Отлично! Это невероятно хороший магазин.,2014-8-23
Heidi3295@gmail.com,7,7,,2017-9-27
Andrew3655@hotmail.com,22,3,,2014-8-16
Angela4521@gmail.com,8,9,ФУ. Не куплю в этом магазине больше ничего.,2010-11-6
Donald3062@hotmail.com,19,0,Плохо! Мне не понравился магазин.,2013-9-22
Mary5772@hotmail.com,11,9,,2014-10-4
Susan5510@hotmail.com,21,1,Хорошо! Это хороший магазин.,2016-9-26
Jon7778@hotmail.com,4,1,,2017-8-2
Jane5953@gmail.com,7,6,,2010-5-5
Esperanza3710@gmail.com,8,2,Отлично! Это невероятно хороший магазин.,2021-3-26
Ana4812@hotmail.com,9,9,Плохо! Мне не понравился магазин.,2013-1-27
Stuart4424@gmail.com,5,5,,2012-4-11
Denise9641@hotmail.com,1,7,Хорошо! Это хороший магазин.,2018-6-25
James6690@gmail.com,0,5,,2010-10-6
Leticia3568@gmail.com,13,9,,2011-7-10
Ruben1556@hotmail.com,12,3,,2020-8-3
James4745@gmail.com,15,4,Ну неплохо.,2013-2-11
Thomas9420@gmail.com,11,9,,2015-3-13
Bill3523@hotmail.com,16,3,,2011-3-15
Barbara4538@gmail.com,13,4,,2011-9-10
Penny1066@gmail.com,2,0,,2018-1-27
Curtis4239@hotmail.com,11,10,На самом деле хороший магазин!,2023-1-14
Herbert3728@hotmail.com,6,0,,2019-4-28
Connie7543@hotmail.com,18,9,"На самом деле прекрасный магазин, мне все понраивлос!",2019-5-3
Anne4674@hotmail.com,11,5,,2017-12-8
Michele7226@hotmail.com,15,5,Плохо! Мне не понравился магазин.,2023-3-12
Emma1389@gmail.com,8,2,ФУ. Не куплю в этом магазине больше ничего.,2017-7-28
Olga7311@hotmail.com,20,2,,2020-2-28
Jeffery4232@hotmail.com,8,7,,2020-4-9
Douglas8353@gmail.com,8,3,ФУ. Не куплю в этом магазине больше ничего.,2019-6-13
Richard7914@hotmail.com,13,1,Прекрасный магазин.,2018-11-3
Jacquelin5081@hotmail.com,4,6,,2023-3-20
Calvin2885@gmail.com,1,2,,2013-9-4
Luke8294@hotmail.com,17,8,Плохо! Мне не понравился магазин.,2017-2-7
Neil4248@hotmail.com,21,5,,2022-5-7
Thomas4597@gmail.com,9,7,ФУ. Не куплю в этом магазине больше ничего.,2011-11-5
Merry5860@hotmail.com,8,9,Плохо! Мне не понравился магазин.,2016-6-14
Patrick6874@hotmail.com,22,3,Средненько! Это средний по сервису магазин.,2020-9-7
Inez1195@gmail.com,6,2,,2010-9-5
